"(64.95833333333334, 1)","(63.81104651162791, 3)","(62.666666666666664, 5)","(62.32692307692308, 15)","(61.426829268292686, 13)","(60.27777777777778, 7)","(59.17796610169491, 10)","(57.2609649122807, 2)","(56.707044673539514, 6)","(55.41161616161616, 16)"
"(60.827586206896555, 2858)","(58.90909090909091, 3096)","(58.732142857142854, 4579)","(58.71296296296296, 4946)","(58.541666666666664, 3723)","(49.34016393442623, 5703)","(48.62096774193549, 5229)","(48.39858490566038, 4391)","(47.875, 2286)","(47.865196078431374, 4528)"
"(42.378787878787875, 534)","(41.71969696969697, 1087)","(41.666666666666664, 2895)","(40.78525641025641, 1172)","(40.76460481099656, 2225)","(39.70238095238095, 5731)","(39.52297507788162, 1279)","(39.50232919254658, 2763)","(39.40567765567765, 756)","(39.25, 1692)"
"(75.0909090909091, 2637)","(73.51764264264264, 2186)","(70.59722222222223, 2337)","(67.3840909090909, 4300)","(44.90151515151515, 5784)","(43.030797101449274, 6040)","(37.275, 4889)","(36.86106271777004, 1924)","(36.45157657657657, 3781)","(36.31782945736434, 3387)"
"(50.60081585081585, 1406)","(50.490675990675996, 3872)","(48.875, 3101)","(48.7312271062271, 4416)","(47.819269039418295, 1447)","(47.797619047619044, 1887)","(47.41797283176594, 4124)","(47.25506585612969, 1974)","(47.117941712204, 2112)","(46.874542124542124, 1755)"
"(70.7840909090909, 2158)","(61.93382352941177, 1037)","(54.00595238095238, 961)","(53.17857142857143, 5758)","(52.40036231884058, 101)","(51.705183861082745, 372)","(50.85488505747126, 1053)","(50.02777777777778, 1070)","(49.767759562841526, 891)","(49.5617816091954, 373)"
"(50.02070007107321, 3487)","(49.42911255411256, 3851)","(49.078216374269005, 3887)","(47.31168831168831, 2361)","(47.03431372549019, 3474)","(46.677309177309176, 2824)","(46.107142857142854, 4194)","(46.01785714285714, 4197)","(45.993506493506494, 3578)","(45.713624338624335, 1987)"
"(61.83690476190476, 3864)","(50.55523255813954, 5257)","(46.46744471744472, 1091)","(43.94598765432098, 5831)","(42.20313441832429, 2407)","(42.05607769423558, 3784)","(41.90151515151515, 1433)","(41.875, 1815)","(41.625, 843)","(41.59215927750411, 1003)"
"(42.08333333333333, 2761)","(40.18333333333333, 3992)","(39.291666666666664, 6097)","(38.83333333333333, 1570)","(38.69047619047619, 2979)","(38.4669540229885, 3553)","(38.20238095238095, 5742)","(37.84493670886076, 4935)","(37.80691056910569, 5316)","(37.7275641025641, 3900)"
"(44.33179012345679, 4541)","(44.06104651162791, 2134)","(42.44642857142857, 4538)","(41.23913043478261, 2593)","(41.09615384615385, 5630)","(40.15765765765766, 2881)","(39.983695652173914, 3577)","(39.80833333333334, 3986)","(39.39912280701754, 4984)","(39.233333333333334, 2609)"
"(54.573606271777, 4794)","(49.954365079365076, 1590)","(49.77380952380952, 1281)","(48.56578947368421, 2543)","(48.373168498168496, 1822)","(48.232142857142854, 3100)","(47.907967032967036, 2303)","(47.71590909090909, 1904)","(47.71061643835616, 3691)","(47.537974683544306, 952)"
"(50.27173913043478, 5279)","(49.24038461538461, 885)","(49.19444444444444, 5330)","(48.13204225352113, 5894)","(47.55316091954023, 2181)","(47.51136363636364, 3993)","(47.22794117647059, 3507)","(46.33796296296296, 533)","(46.2370218579235, 4969)","(45.99880952380952, 2625)"
"(51.72023809523809, 6037)","(50.41955445544554, 3468)","(49.800925925925924, 3254)","(48.75, 2864)","(48.5, 5381)","(48.19444444444444, 1158)","(47.97094801223242, 5565)","(47.96590909090909, 2360)","(47.89855072463768, 2956)","(47.673469387755105, 1803)"
"(78.2373949579832, 1889)","(74.07624113475177, 1495)","(68.26209677419355, 5076)","(61.31578947368421, 4444)","(58.90584415584416, 1562)","(57.24589490968802, 5673)","(56.08712121212121, 2917)","(50.94047619047619, 2125)","(50.81060606060606, 5604)","(48.875, 2850)"
"(39.235772357723576, 4139)","(37.325216450216445, 2978)","(36.75905797101449, 1142)","(36.65794573643411, 1991)","(36.541666666666664, 2502)","(36.20833333333333, 2746)","(35.537634408602145, 3003)","(35.4481981981982, 4562)","(35.35949612403101, 4768)","(35.19607843137255, 4628)"
"(77.5005707762557, 4382)","(57.483333333333334, 1053)","(57.13095238095238, 4870)","(53.75, 1390)","(53.541666666666664, 1783)","(52.96788537549408, 1708)","(52.497850122850124, 1606)","(52.30357142857143, 1781)","(52.22721674876848, 2194)","(52.208333333333336, 3697)"
"(53.20833333333333, 3736)","(50.3030303030303, 2573)","(50.19932432432432, 4217)","(48.1094527363184, 3189)","(47.27830188679245, 5581)","(46.875, 3569)","(46.293706293706286, 3162)","(45.400252525252526, 3489)","(45.14492753623188, 2536)","(45.09722222222222, 3719)"
"(62.47619047619047, 1364)","(53.15375586854459, 5612)","(51.28914141414141, 3155)","(50.51602564102564, 4728)","(49.894379844961236, 331)","(49.73873873873873, 6045)","(48.936910084451064, 4215)","(48.46537558685446, 171)","(47.98611111111111, 1802)","(47.9142156862745, 2381)"
"(59.041666666666664, 3923)","(43.791666666666664, 4260)","(41.37826420890937, 2771)","(40.27777777777778, 1458)","(38.948059360730596, 2102)","(38.338901689708145, 1512)","(38.02002164502164, 4374)","(37.84722222222222, 863)","(37.00595238095238, 5706)","(36.76152482269504, 4631)"
"(48.42857142857143, 2516)","(48.07692307692308, 2530)","(46.140243902439025, 1437)","(46.09340659340659, 2966)","(45.998711340206185, 1963)","(45.69078947368421, 1971)","(45.66304347826087, 1338)","(45.30357142857143, 2590)","(45.217696629213485, 1830)","(45.04761904761905, 2465)"
"(56.075, 3481)","(55.78064012490242, 3211)","(55.009138162307174, 4389)","(54.798809523809524, 4463)","(54.32075788061704, 4787)","(53.132936507936506, 5217)","(53.06547619047619, 3754)","(49.813291139240505, 5357)","(47.94953416149068, 4360)","(43.714285714285715, 2827)"
"(45.01992753623188, 3236)","(44.61538461538461, 4989)","(44.31944444444444, 3139)","(44.24019607843137, 6064)","(42.71813725490196, 3235)","(42.232142857142854, 822)","(42.00198412698413, 3400)","(41.99211711711712, 4667)","(41.40833333333333, 3457)","(40.68073593073593, 5954)"
"(47.96153846153846, 1141)","(47.73214285714286, 3918)","(47.208333333333336, 4757)","(46.24085365853659, 5882)","(46.079365079365076, 5543)","(46.079365079365076, 5405)","(46.00401606425703, 2550)","(45.79807692307692, 4050)","(45.70238095238095, 2966)","(45.31944444444444, 4675)"
"(51.31578947368421, 5545)","(50.708333333333336, 3634)","(50.26602564102564, 1891)","(49.98076923076923, 914)","(49.55, 2589)","(49.31141114982578, 1501)","(48.89705882352941, 3803)","(48.834154351395725, 4636)","(48.778301886792455, 719)","(48.03859447004608, 907)"
"(52.8562925170068, 954)","(52.34811827956989, 2753)","(51.50595238095238, 301)","(51.2939497716895, 302)","(51.256830601092894, 2065)","(50.22248427672956, 964)","(49.68926553672316, 3466)","(49.25484496124031, 4650)","(49.151162790697676, 821)","(49.08333333333333, 1531)"
"(44.54698581560284, 3666)","(44.36574074074074, 4277)","(43.78972868217054, 1510)","(43.07070707070707, 3006)","(41.65765765765766, 2327)","(41.238888888888894, 1456)","(40.9709595959596, 2284)","(40.076298701298704, 390)","(40.0, 1858)","(39.93560606060606, 1307)"
"(43.361635220125784, 3795)","(43.1025641025641, 3969)","(39.96406109613657, 2403)","(39.95646766169154, 3449)","(38.99780701754386, 3111)","(38.48917748917749, 5906)","(38.34047619047619, 6054)","(38.16578014184397, 3596)","(38.16170323928945, 5850)","(38.15064102564102, 2655)"
"(84.64788732394366, 2858)","(60.85060975609756, 4579)","(60.80523255813954, 3723)","(58.18181818181818, 3070)","(54.08333333333333, 4946)","(52.23132183908046, 3375)","(51.75, 4373)","(51.19047619047619, 2897)","(50.714285714285715, 2846)","(50.51602564102564, 1671)"
"(48.47380952380952, 4755)","(44.562248995983936, 2413)","(39.98809523809524, 5575)","(38.58333333333333, 1126)","(36.70833333333333, 519)","(35.7724358974359, 1842)","(35.51309523809524, 1032)","(35.47463768115942, 5505)","(35.032612340710926, 3009)","(35.030583613916946, 1326)"
"(74.23333333333332, 1526)","(59.52564102564102, 1475)","(51.34722222222222, 4633)","(49.8119918699187, 2367)","(49.7265406162465, 4978)","(49.44535519125682, 2156)","(48.96052631578947, 4411)","(48.8578431372549, 889)","(48.81150793650794, 5412)","(48.666666666666664, 2701)"
"(55.104885057471265, 3503)","(54.46153846153846, 5151)","(49.170361247947454, 4151)","(48.69852941176471, 3611)","(48.32142857142857, 5192)","(47.522849462365585, 4026)","(46.97478991596638, 2712)","(46.81818181818182, 1881)","(46.68201754385965, 4376)","(46.489177489177486, 4845)"
"(54.375, 1801)","(51.361486486486484, 1822)","(51.02450980392157, 5072)","(50.39705882352941, 5000)","(50.11309523809524, 4883)","(49.94718309859155, 5386)","(49.77295918367347, 4496)","(49.580882352941174, 1742)","(49.55254515599343, 3420)","(49.49576271186441, 4970)"
"(48.875, 3073)","(43.333333333333336, 2938)","(41.28073770491803, 5365)","(40.763605442176875, 3032)","(39.963050314465406, 4124)","(39.17138364779874, 4174)","(39.02651515151515, 2308)","(39.01960784313725, 2504)","(38.541666666666664, 4044)","(38.541666666666664, 3872)"
"(59.89184397163121, 5783)","(57.460808580858085, 484)","(55.77450980392157, 810)","(54.18589743589744, 1011)","(53.43297101449275, 1785)","(49.66447368421053, 4410)","(49.65994623655914, 2569)","(48.861111111111114, 1400)","(47.83638211382114, 5647)","(47.82371794871795, 3243)"
"(56.125, 4320)","(55.589285714285715, 4158)","(53.457089552238806, 3920)","(52.41468253968254, 4805)","(52.375, 4039)","(50.94166666666667, 3951)","(50.20127865961199, 3485)","(50.17372881355932, 5530)","(49.62076271186441, 4710)","(49.40765765765765, 5742)"
"(61.125, 4100)","(57.010176651305684, 1913)","(56.69852941176471, 3563)","(56.01293103448276, 3484)","(55.03562544420753, 4036)","(54.36038961038961, 4725)","(53.958333333333336, 5975)","(52.90909090909091, 2412)","(52.86165845648604, 5352)","(52.467948717948715, 5000)"
"(57.583333333333336, 5817)","(53.500205254515606, 738)","(52.853658536585364, 998)","(50.867424242424235, 226)","(50.763888888888886, 3006)","(50.33333333333333, 3215)","(50.26864801864802, 2080)","(49.52272727272727, 1817)","(48.44871794871794, 3469)","(48.12330198537096, 996)"
"(76.35087719298245, 3171)","(58.278688524590166, 3283)","(48.813427010148324, 2459)","(48.63492063492063, 3197)","(47.62632275132275, 3844)","(47.14495798319327, 4403)","(46.81666666666666, 3783)","(46.67580482897384, 2267)","(46.661654135338345, 2756)","(44.89071038251366, 2407)"
"(53.29629629629629, 2698)","(43.33146766169154, 5998)","(43.05316091954023, 1626)","(42.52777777777778, 5168)","(42.43172268907563, 2338)","(42.16468253968254, 5933)","(42.06547619047619, 3577)","(41.875, 4593)","(41.71969696969697, 5761)","(41.20833333333333, 5852)"
"(50.25689533239038, 4296)","(50.04815409309791, 5011)","(50.0, 5407)","(49.71428571428571, 5027)","(49.48886328725038, 2063)","(49.39880952380952, 2701)","(49.3687707641196, 4536)","(49.17293233082707, 5066)","(49.17293233082707, 4774)","(49.04270986745213, 3743)"
"(54.74679487179487, 2982)","(52.666666666666664, 4539)","(50.10488505747126, 3420)","(49.87499999999999, 5038)","(49.87499999999999, 4725)","(48.627450980392155, 4899)","(48.56915807560137, 5271)","(48.463235294117645, 4367)","(48.267857142857146, 5814)","(48.19819819819819, 3639)"
"(52.2144495412844, 4313)","(51.088592233009706, 4971)","(50.99264705882353, 5791)","(50.69318181818182, 5081)","(50.116279069767444, 4184)","(49.96739130434783, 6026)","(49.95238095238095, 3336)","(49.68452380952381, 3056)","(49.65760869565217, 4174)","(49.62871287128713, 4495)"
"(56.80383895131086, 1989)","(50.87244897959184, 4724)","(43.96568627450981, 5300)","(42.39102564102564, 740)","(41.83521303258145, 4920)","(41.43659420289855, 5948)","(40.56347352024922, 5906)","(40.291666666666664, 3643)","(40.016843971631204, 1842)","(39.77777777777778, 2409)"
"(37.34748427672956, 3863)","(36.462643678160916, 2398)","(36.291666666666664, 784)","(35.20833333333333, 2278)","(33.90833333333333, 2749)","(33.55615942028985, 3425)","(31.966954022988503, 4139)","(31.951219512195124, 2189)","(31.660714285714285, 2939)","(31.577898550724637, 3083)"
"(51.298701298701296, 4805)","(48.68452380952381, 5038)","(48.0, 3975)","(47.96296296296296, 3692)","(47.732142857142854, 5158)","(47.666666666666664, 4138)","(47.43802521008403, 2421)","(47.10526315789474, 4016)","(47.06678082191781, 5271)","(46.935483870967744, 3485)"
"(43.33333333333333, 2869)","(43.208333333333336, 3857)","(43.20833333333333, 4066)","(42.33333333333333, 3274)","(41.910493827160494, 5634)","(41.70471014492753, 1987)","(41.67294520547945, 3916)","(41.666666666666664, 2624)","(41.595588235294116, 1838)","(41.541666666666664, 4654)"
"(51.4, 4785)","(51.02450980392157, 4611)","(50.96195652173913, 3006)","(50.41955445544554, 2524)","(50.333333333333336, 3616)","(50.20454545454545, 5881)","(50.116279069767444, 3215)","(50.0698051948052, 4913)","(49.81927710843374, 4356)","(49.49438202247191, 2845)"
"(64.54166666666666, 3804)","(62.58064516129032, 3024)","(61.15126050420168, 3334)","(53.63636363636364, 2323)","(51.5, 5904)","(50.83695652173913, 3858)","(49.30769230769231, 2473)","(49.18269230769231, 3715)","(49.11145320197044, 2082)","(48.858903420523134, 2288)"
"(58.51445578231292, 4407)","(44.9502427184466, 977)","(42.65686274509804, 4587)","(41.97303921568627, 4773)","(41.12763379688158, 2460)","(41.110772357723576, 2631)","(40.89080459770115, 4676)","(40.45157657657657, 4813)","(40.15215355805243, 1723)","(40.107142857142854, 1423)"
"(42.878787878787875, 3318)","(42.77777777777778, 3182)","(42.53265765765766, 4927)","(42.12990196078431, 2799)","(42.10691823899371, 3263)","(41.95409604519774, 2418)","(41.846014492753625, 5141)","(41.40295358649789, 3353)","(41.34863945578231, 5358)","(40.92572463768116, 3201)"
"(51.92948717948718, 5082)","(51.777027027027025, 3743)","(51.31578947368421, 2773)","(50.851694915254235, 5142)","(50.75735294117647, 3817)","(50.51602564102564, 4296)","(50.43055555555556, 4908)","(50.35445205479452, 3819)","(50.30555555555556, 5066)","(50.158018867924525, 4625)"
"(47.55952380952381, 5555)","(45.95794930875576, 2164)","(45.77564102564102, 5333)","(45.44266917293233, 267)","(44.602168949771695, 4761)","(43.78941005802708, 6024)","(43.7212643678161, 2534)","(43.64612135176651, 1194)","(43.59848484848485, 4365)","(42.83552631578947, 2102)"
"(70.89746814218645, 807)","(57.083874458874455, 1809)","(50.638888888888886, 1342)","(48.44961240310078, 4664)","(46.31005685856433, 4923)","(45.42261904761905, 3322)","(45.25, 508)","(44.25595238095238, 1572)","(43.32789855072464, 447)","(43.26867816091954, 1274)"
"(55.0731981981982, 62)","(51.97659176029963, 59)","(48.06565656565657, 60)","(47.5919540229885, 61)","(40.7463768115942, 57)","(40.03333333333333, 1811)","(39.781786941580755, 1124)","(38.76677489177489, 338)","(38.44642857142857, 1226)","(38.08179012345679, 942)"
"(56.09417808219178, 3006)","(55.656565656565654, 4698)","(55.526980482204365, 3215)","(54.11742424242425, 4774)","(53.81278538812786, 3817)","(53.425724637681164, 2454)","(53.25856164383562, 4308)","(52.875, 5023)","(52.4712643678161, 4482)","(52.4542349726776, 4980)"
"(50.57575757575757, 2276)","(48.59593023255814, 2129)","(47.622950819672134, 2401)","(47.27472527472528, 2745)","(47.15199530516431, 2845)","(47.10294117647059, 5139)","(46.99038461538461, 4430)","(46.94117647058823, 3017)","(46.6, 2925)","(46.25, 5316)"
"(60.842105263157904, 179)","(58.988095238095234, 140)","(57.708333333333336, 736)","(55.53972868217054, 823)","(55.18885281385281, 1863)","(54.57432079414837, 474)","(53.14035087719298, 4003)","(51.71388888888889, 55)","(51.19642857142857, 830)","(47.23728246318608, 65)"
"(56.84702797202797, 1755)","(54.52884615384615, 1447)","(54.02884615384615, 4355)","(53.70238095238095, 5189)","(52.849650349650354, 2738)","(52.33333333333333, 3199)","(52.08147773279352, 1406)","(51.973684210526315, 3162)","(51.964285714285715, 1695)","(51.541666666666664, 3495)"
"(49.639258028792916, 4724)","(42.58796296296296, 6077)","(40.99194677871148, 5585)","(40.15638528138528, 1028)","(39.579337899543376, 5866)","(39.02380952380952, 1418)","(37.436676798378926, 3111)","(37.15833333333333, 5778)","(37.14275956284153, 2892)","(36.75905797101449, 4325)"
"(47.13690476190476, 5906)","(45.86666666666667, 5636)","(45.55555555555555, 1802)","(44.83170995670996, 3602)","(44.5021645021645, 2660)","(44.31350267379679, 4215)","(44.205128205128204, 5675)","(44.148148148148145, 4055)","(44.103261680847886, 4279)","(43.00925925925926, 914)"
"(45.95, 4532)","(45.90705128205128, 6071)","(45.705882352941174, 2043)","(44.875, 2085)","(44.61904761904762, 3052)","(43.776515151515156, 4395)","(43.5792349726776, 2330)","(42.708333333333336, 2991)","(41.960317460317455, 6012)","(41.26660401002506, 5953)"
"(42.875, 607)","(41.9527027027027, 5606)","(41.60606060606061, 4741)","(40.4078947368421, 3947)","(37.63710540395934, 3620)","(37.08333333333333, 4008)","(37.02651515151515, 5389)","(36.729838709677416, 5480)","(36.61184210526316, 5390)","(36.46061296859169, 2968)"
"(49.56962025316456, 3491)","(48.480421686746986, 1440)","(47.89325842696629, 3265)","(47.857142857142854, 3198)","(47.78191489361702, 1221)","(47.625, 1318)","(47.080882352941174, 2809)","(46.82142857142857, 3478)","(46.58552631578947, 3374)","(46.16287878787878, 4634)"
"(52.65277777777777, 2764)","(45.686868686868685, 3359)","(43.45736434108527, 4057)","(43.11574074074074, 5630)","(42.071969696969695, 4802)","(41.50757575757575, 5417)","(41.19739382239383, 5677)","(40.93390804597701, 4807)","(40.83333333333333, 4538)","(39.15427927927928, 2965)"
"(46.28846153846154, 5810)","(46.23994252873563, 5168)","(45.68910256410256, 5333)","(44.92194835680751, 5314)","(44.67291334396597, 1981)","(43.916666666666664, 5829)","(43.30263157894737, 5713)","(42.59313725490196, 2084)","(40.70833333333333, 4449)","(40.16025641025641, 1873)"
